Questions,Unnamed: 1,Unnamed: 2,Unnamed: 3,duplicate,tags
"Explain the difference between `git add`, `git commit`, and `git push`.",,,,True,"['commit git', 'git commit', 'git push']"
"Describe a typical software development lifecycle (SDLC) – for example, Agile or Waterfall. What are the stages involved?",,,,False,"['agile', 'lifecycle sdlc', 'sdlc', 'software development', 'development lifecycle']"
"Walk me through one of your academic projects. Explain your role, the technologies used, and any challenges you faced.",,,,True,"['technologies', 'academic projects', 'technologies used']"
Explain the difference between compilation and interpretation in the context of programming languages. Give examples of languages that use each approach.,,,,True,"['compilation interpretation', 'programming languages', 'difference compilation']"
"What are the basic data types commonly used in programming?  Explain with examples in a language you are familiar with (e.g., Python, Java, C++).",,,,False,"['basic data', 'data types', 'programming explain', 'java', 'python']"
"Describe the concept of an algorithm and provide a simple example of an algorithm to solve a common problem (e.g., finding the largest number in a list).",,,,False,"['algorithm', 'algorithm solve', 'example algorithm']"
"What is a relational database?  What are tables, rows, and columns in a relational database?",,,,True,"['database tables', 'database', 'relational database']"
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,,,,True,"['gpa', 'sql', 'select rows', 'gpa greater', 'students gpa']"
"Explain the difference between 'SELECT', 'INSERT', 'UPDATE', and 'DELETE' SQL commands.",,,,True,"['select insert', 'sql', 'sql commands', 'delete sql']"
"What is Git, and why is it important in software development?",,,,True,"['git', 'software development', 'git important']"
"Explain the difference between `git clone`, `git add`, `git commit`, and `git push`.",,,,True,"['difference git', 'git clone', 'git push']"
Describe a situation where you would use `git branch` and `git merge`.,,,,False,"['branch git', 'git merge', 'git branch']"
"Walk me through your most significant academic project.  Describe the problem you solved, your approach, the technologies used, and any challenges you encountered.",,,,False,"['approach technologies', 'academic project', 'technologies']"
Explain the difference between `==` and `===` in JavaScript (or the equivalent operators in your preferred language).  Give an example.,,,,True,"['javascript equivalent', 'difference javascript', 'javascript']"
Describe the concept of object-oriented programming (OOP) and list at least three key principles of OOP. Give a simple example.,,,,False,"['at least three', 'object oriented', 'programming oop', 'oop', 'oop list']"
What is a data structure?  Name at least two common data structures and describe a scenario where each would be useful.,,,,False,"['at least two', 'data structures', 'data structure', 'common data']"
What is a relational database?  What is a SQL query? Give a simple example of a SELECT statement.,,,,False,"['sql', 'database sql', 'database', 'relational database']"
Explain the difference between `WHERE` and `HAVING` clauses in SQL.,,,,False,"['sql', 'clauses sql', 'difference having', 'having clauses']"
Describe the concept of database normalization. Why is it important?,,,,True,"['normalization important', 'normalization', 'database normalization']"
Explain what Git is and why it's important in software development.,,,,True,"['git', 'git important', 'explain git']"
"Describe the difference between `git pull`, `git fetch`, and `git merge`.",,,,False,"['difference git', 'git merge', 'git fetch']"
What are the basic steps involved in a typical software development lifecycle (SDLC)?,,,,True,"['software development', 'sdlc', 'lifecycle sdlc', 'development lifecycle']"
"Can you walk me through one of your academic projects?  Explain the problem you solved, your approach, the technologies you used, and what you learned from the experience.",,,,True,"['approach technologies', 'projects explain', 'academic projects', 'one']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"['algorithm', 'algorithm simple', 'algorithm like']"
"What is a variable? What are the different data types you are familiar with (e.g., integers, strings, booleans)?",,,,False,"['variable', 'data types', 'variable different']"
"In Python, what is the difference between a list and a tuple?  When would you choose one over the other?",,,,True,"['one', 'tuple', 'python difference', 'list tuple']"
Explain the concept of loops in Python (for and while loops). Provide a simple example of each.,,,,True,"['python loops', 'loops python', 'loops']"
What is a database?  What is the purpose of using SQL (Structured Query Language)?,,,,False,"['structured query language', 'sql structured', 'sql', 'database purpose', 'database']"
"Describe one of your academic projects.  Focus on your role, the technologies used, any challenges you faced, and what you learned from the experience.",,,,True,"['projects', 'one', 'academic projects', 'projects focus']"
Can you tell me a little about yourself and your background?,,,,False,"['little background', 'tell little', 'background']"
Explain the difference between a compiler and an interpreter in simple terms.  Give an example of a language that uses each.,,,,False,"['interpreter', 'compiler interpreter', 'interpreter simple']"
Describe your understanding of data structures. Name three common data structures and briefly explain when you might use each one.,,,,True,"['three', 'understanding data', 'data structures', 'common data']"
"What is an algorithm? Can you explain a simple algorithm, like a search algorithm, in your own words?",,,,False,"['algorithm words', 'algorithm like', 'algorithm explain']"
"If you were familiar with Java,  explain the difference between an interface and an abstract class.",,,,True,"['interface', 'java', 'abstract class', 'interface abstract']"
