Questions,Duplicate,Tags,Difficulty Level,duplicate,tags,difficulty_score,difficulty_level
"Explain the difference between `git add`, `git commit`, and `git push`.",,,,True,"git push,commit git,git commit",2.6,Easy
"Describe a typical software development lifecycle (SDLC) – for example, Agile or Waterfall. What are the stages involved?",,,,False,"development lifecycle,agile,sdlc,software development,lifecycle sdlc",4.1,Medium
"Walk me through one of your academic projects. Explain your role, the technologies used, and any challenges you faced.",,,,True,"academic projects,technologies,technologies used",1.4,Easy
Explain the difference between compilation and interpretation in the context of programming languages. Give examples of languages that use each approach.,,,,True,"difference compilation,compilation interpretation,programming languages",4.5,Medium
"What are the basic data types commonly used in programming?  Explain with examples in a language you are familiar with (e.g., Python, Java, C++).",,,,False,"java,data types,programming explain,python,basic data",2.4,Easy
"Describe the concept of an algorithm and provide a simple example of an algorithm to solve a common problem (e.g., finding the largest number in a list).",,,,False,"example algorithm,algorithm solve,algorithm",2.6,Easy
"What is a relational database?  What are tables, rows, and columns in a relational database?",,,,True,"database tables,database,relational database",3.0,Easy
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,,,,True,"students gpa,3.5,gpa,gpa greater,sql",1.8,Easy
"Explain the difference between 'SELECT', 'INSERT', 'UPDATE', and 'DELETE' SQL commands.",,,,True,"sql,select insert,delete sql,sql commands",3.3,Medium
"What is Git, and why is it important in software development?",,,,True,"git,git important,software development",2.3,Easy
"Explain the difference between `git clone`, `git add`, `git commit`, and `git push`.",,,,True,"git push,git clone,difference git",2.4,Easy
Describe a situation where you would use `git branch` and `git merge`.,,,,False,"git merge,branch git,git branch",1.7,Easy
"Walk me through your most significant academic project.  Describe the problem you solved, your approach, the technologies used, and any challenges you encountered.",,,,False,"approach technologies,technologies,academic project",2.6,Easy
Explain the difference between `==` and `===` in JavaScript (or the equivalent operators in your preferred language).  Give an example.,,,,True,"javascript,difference javascript,javascript equivalent",3.0,Easy
Describe the concept of object-oriented programming (OOP) and list at least three key principles of OOP. Give a simple example.,,,,False,"at least three,oop,object oriented,oop list,programming oop",3.4,Medium
What is a data structure?  Name at least two common data structures and describe a scenario where each would be useful.,,,,False,"data structures,at least two,common data,data structure",2.1,Easy
What is a relational database?  What is a SQL query? Give a simple example of a SELECT statement.,,,,False,"database sql,sql,database,relational database",2.3,Easy
Explain the difference between `WHERE` and `HAVING` clauses in SQL.,,,,False,"having clauses,clauses sql,sql,difference having",2.5,Easy
Describe the concept of database normalization. Why is it important?,,,,True,"normalization important,normalization,database normalization",3.2,Medium
Explain what Git is and why it's important in software development.,,,,True,"git,explain git,git important",2.6,Easy
"Describe the difference between `git pull`, `git fetch`, and `git merge`.",,,,False,"git merge,git fetch,difference git",2.3,Easy
What are the basic steps involved in a typical software development lifecycle (SDLC)?,,,,True,"sdlc,software development,lifecycle sdlc,development lifecycle",3.8,Medium
"Can you walk me through one of your academic projects?  Explain the problem you solved, your approach, the technologies you used, and what you learned from the experience.",,,,True,"approach technologies,academic projects,one,projects explain",2.0,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"algorithm like,algorithm simple,algorithm",1.8,Easy
"What is a variable? What are the different data types you are familiar with (e.g., integers, strings, booleans)?",,,,False,"variable different,variable,data types",2.2,Easy
"In Python, what is the difference between a list and a tuple?  When would you choose one over the other?",,,,True,"list tuple,tuple,one,python difference",1.4,Easy
Explain the concept of loops in Python (for and while loops). Provide a simple example of each.,,,,True,"loops,python loops,loops python",2.0,Easy
What is a database?  What is the purpose of using SQL (Structured Query Language)?,,,,False,"database,database purpose,structured query language,sql structured,sql",2.2,Easy
"Describe one of your academic projects.  Focus on your role, the technologies used, any challenges you faced, and what you learned from the experience.",,,,True,"academic projects,projects focus,projects,one",2.1,Easy
Can you tell me a little about yourself and your background?,,,,False,"little background,background,tell little",1.0,Easy
Explain the difference between a compiler and an interpreter in simple terms.  Give an example of a language that uses each.,,,,False,"compiler interpreter,interpreter,interpreter simple",2.8,Easy
Describe your understanding of data structures. Name three common data structures and briefly explain when you might use each one.,,,,True,"three,data structures,common data,understanding data",2.6,Easy
"What is an algorithm? Can you explain a simple algorithm, like a search algorithm, in your own words?",,,,False,"algorithm like,algorithm explain,algorithm words",1.9,Easy
"If you were familiar with Java,  explain the difference between an interface and an abstract class.",,,,True,"interface abstract,abstract class,java,interface",2.8,Easy
"If you were familiar with Python, explain the concept of list comprehension and provide a simple example.",,,,False,"python explain,list comprehension,python",3.1,Medium
What is object-oriented programming (OOP)?  Mention some of its core principles.,,,,True,"oriented programming,object oriented,programming oop",3.7,Medium
"Walk me through your most challenging academic project. What problems did you encounter, and how did you overcome them? What did you learn from this experience?",,,,True,"challenging academic,challenging,academic project",1.5,Easy
Tell me about a time you had to work on a team project where there were disagreements. How did you navigate the conflict and reach a solution?,,,,False,"disagreements,project disagreements,disagreements did",1.8,Easy
