Questions,duplicate,tags
"Describe one of your academic projects.  Focus on your role, the technologies used, any challenges you faced, and what you learned from the experience.",TRUE,"projects focus,academic projects,projects,one"
Can you tell me a little about yourself and your background?,FALSE,"background,tell little,little background"
Explain the difference between a compiler and an interpreter in simple terms.  Give an example of a language that uses each.,FALSE,"compiler interpreter,interpreter simple,interpreter"
Describe your understanding of data structures. Name three common data structures and briefly explain when you might use each one.,TRUE,"common data,three,data structures,understanding data"
"What is an algorithm? Can you explain a simple algorithm, like a search algorithm, in your own words?",FALSE,"algorithm explain,algorithm words,algorithm like"
"If you were familiar with Java,  explain the difference between an interface and an abstract class.",TRUE,"interface,interface abstract,java,abstract class"
"If you were familiar with Python, explain the concept of list comprehension and provide a simple example.",FALSE,"python explain,list comprehension,python"
What is object-oriented programming (OOP)?  Mention some of its core principles.,TRUE,"programming oop,object oriented,oriented programming"
"Walk me through your most challenging academic project. What problems did you encounter, and how did you overcome them? What did you learn from this experience?",TRUE,"challenging,academic project,challenging academic"
Tell me about a time you had to work on a team project where there were disagreements. How did you navigate the conflict and reach a solution?,FALSE,"disagreements,disagreements did,project disagreements"
Why are you interested in this specific role and our company?,FALSE,"specific role,role,role company"
Describe your preferred work style and environment. Do you prefer working independently or collaboratively?  Why?,TRUE,"collaboratively,independently collaboratively,working independently"
Where do you see yourself in five years? What are your long-term career goals?,FALSE,"career goals,career,five years,term career"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
What is an algorithm? Describe a simple algorithm to find the largest number in a list of numbers.,TRUE,"algorithm,algorithm largest,algorithm simple"
"What is the difference between a `while` loop and a `for` loop?  Provide a simple example in a language you are familiar with (e.g., Python, Java, C++).",TRUE,"python,java,difference loop,loop loop,loop"
"In Python, explain the difference between a list and a tuple. When would you choose one over the other?",TRUE,"list tuple,tuple choose,one,python explain"
Explain the concept of exception handling in Python.  Give a simple example using `try` and `except` blocks.,TRUE,"handling python,python,exception handling,using try"
Write a simple SQL query to select all columns from a table named 'Customers' where the 'City' column is 'London'.,TRUE,"customers city,london,select columns,city column,sql"
"Describe one of your academic projects.  Explain your role, the technologies used, and the challenges you faced. What did you learn from this experience?",TRUE,"projects explain,academic projects,projects,one"
Explain the difference between `==` and `===` in JavaScript (or the equivalent operators in your preferred language).  Give an example.,TRUE,"javascript,difference javascript,javascript equivalent"
What are the different data types you are familiar with? Give examples of each in your preferred programming language.,TRUE,"data,programming language,data types"
"Describe the concept of an algorithm and give a simple example of an algorithm you've used or encountered (e.g., searching an array).",TRUE,"example algorithm,algorithm,algorithm simple"
"What is a relational database?  What are tables, rows, and columns?",TRUE,"database tables,database,relational database"
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",TRUE,"sql,delete sql,sql commands,update delete"
"What is Git, and why is it used in software development?",TRUE,"git,git used,software development"
"Explain the difference between `git add`, `git commit`, and `git push`.",TRUE,"commit git,git push,git commit"
Describe a typical software development lifecycle (SDLC) – what are the key stages involved?,FALSE,"software development,development lifecycle,lifecycle sdlc,sdlc"
"Walk me through one of your academic projects. Explain the problem you were solving, your approach, the technologies you used, and what you learned from the experience.",TRUE,"approach technologies,academic projects,projects explain"
